dimension,rank,doc_id,title,year,section,snippet,metrics,evidence_strength,semantic_score,structural_score,recency_score,diversity_score,final_score
Vision general,11,2UZ4P6TX,Streamlining Financial Operations: Developing Multi-Interface Contract Transfer Systems for Efficiency and Security,2022,Conclusion,Multi-Interface Contract Transfe r System (MICTS) was able to streamline the process of financial transactions in the  insurance services field through providing secure  efficient  and scalable contract -to-contract transfers on desktop   mobile  and tablet devices. The system combined a dyn amic UI engineering with a solid service structure to maintain a    Throughput  (Contracts/Min)  0     0  MICTS (Proposed)   Throughput  (Contracts/Min)   520  MICTS (Proposed)     0    Throughput  (Contracts/Min)  0     0  Throughput Legacy System MICTS (Proposed)  International Journal of Computer Technology and Electronics Communication (IJCTEC)                                  | ISSN: 2320-0081 | www.ijctece.com ||A Peer-Reviewed  Refereed and Bimonthly Journal |       || Volume 5  Issue 2  March – April 2022 ||     DOI: 10.15680/IJCTECE.2022.0502004  IJCTEC© 2022                                                            |     An ISO 9001:2008 Certified Journal   |                                               4829 steady and consistent performance across gadgets. The application of REST and SOAP APIs made it easy to  interoperate with other systems and exchange real -time data  as well as minimize operat ional delays. All these abilities  enhanced the system latency  enhanced throughput  enhanced security compliance and also improved the quality of the  code to a considerable extent. Information on high testing coverage coupled with automated CI/CD pipelines  reduced  post-production problems and provided the stability of deployments in a variety of environments. Consequently   MICTS became dependable in large-scale use in the enterprise with high volume transactions with low downtimes.,throughput; latency; security,strong,0.0022,1.2,1.0,0,0.3416
Vision general,12,QF7J2VH7,"Impact of Blockchain on Financial Technology Innovation in the Banking, Financial Services and Insurance (BFSI) Sector",2023,Introduction,"ector   This sector has been in existence from time immemorial  with the first institutions part of this sector being the banks. Over the years  the institutions part of the BFSI sector kept increasing  and now the umbrella of BFSI is huge. One such new instrument which has become very popular nowadays is mutual funds. Mutual funds have helped people from all sections of society to grow their wealth and improve their standard of living. Another example of the growth can be seen in terms of the new types of insurance that have entered in the last decade or so. The actual benefits from this sector has been experienced by the people only after technology has become an integral part of this sector. Technology has helped grow the sector by inventing new services and products  making the current processes more efficient. In the past  institutions just made use of the personnel to carry out the activities  so there would be a lot of delays and imperfections in the work done. So to overcome this  computers were incorporated into the daily functioning of the institutions. But now  the effects of globalization  the volume of data and the privacy clauses for the data across the world constantly beckon for newer technologies to come into effect like Artificial Intelligence  Cloud Computing  Big Data etc. Stepanova S.V and Karakchieva V.L quoted in their paper ""Changes in Banking Business Models Driven by Technological Innovations"". Innovations spur the banks to reinvent their distribution channels  key partners  resources  patterns  and revenue streams. Ignoring the changing business landscape may produce customers' dissatisfaction and backlash or result in innovative risks exposures [3]. Another step is that the companies in this sector have gradually begun outsourcing their work to the top technology firms   J. Stat. Appl. Pro. 12  No. 1  181- 189 (2023)/ http://www.naturalspublishing.com/Journals.asp                                                       183               © 2023 NSP            Natural Sciences Publishing Cor. of the world so that there is no compromise on the quality of the services offered. BFSI also has become the highest revenue-generating domain for many technology companies across the globe because this domain cannot be the same for a long time.",,weak,0.0022,1.2,1.0,0,0.3415
Vision general,13,2GBPQGCR,Blockchain based Service: A Case Study on IBM Blockchain Services & Hyperledger Fabric,2020,Introduction,Blockchain is a technology under the umbrella of the ICCT. ICCT  is an important general-purpose  technology that helps to solve basic needs-based problems. Under which Blockchain is also one of the  general-purpose technologies developed under the ICCT umbrella [1-4]. By allowing for the  distribution but not copying of digital content  Blockchain has become the foundation of a new type of  internet. Blockchain is an associ ate incorruptible distributor of economic transactions that can be  configured to monitor not only financial transactions but for anything useful as well. Business growth  is primarily responsible for the rise in demand for this product. Blockchain technology functions as an  electronic transaction processing and record-keeping device. This allows different individuals who are  usually directly linked to the network to track data over a secure network  which eliminates all sorts of  third-party confirmations. Blockchain is a decentralized  peer-to-peer ledger network primarily used in  the financial sector [5]. Depending on the identity established of users among a network  it's attainable  to differentiate between permissioned and permission-less blockchain systems [6]. And a block which  is new can be added to the ledger by every user. In compa rison  a user's identity i s regulated by an  identity provider in the case of a  permissioned blockchain. The Identification provider is responsible  for maintaining network access control and for the user's involvement in consensus  or for validating a  International Journal of Case Studies in Business  IT  and Education  (IJCSBE)  ISSN: 2581-6942  Vol. 4  No. 1  May 2020. SRINIVAS   PUBLICATION Bhuvana R.  et al. (2020);   www.srinivaspublication.com PAGE 96,,weak,0.0022,1.2,1.0,0,0.3415
Vision general,14,VVAIEXZZ,PROSPECTS FOR THE USE OF NEURAL NETWORK MODELS IN THE PREVENTION OF POSSIBLE NETWORK ATTACKS ON MODERN BANKING INFORMATION SYSTEMS BASED ON BLOCKCHAIN TECHNOLOGY IN THE CONTEXT OF THE DIGITAL ECONOMY,2022,Unknown,.  .  Latest updates: hps://dl.acm.org/doi/10.1145/3584202.3584291 .  .  RESEARCH-ARTICLE PROSPECTS FOR THE USE OF NEURAL NETWORK MODELS IN THE PREVENTION OF POSSIBLE NETWORK ATTACKS ON MODERN BANKING INFORMATION SYSTEMS BASED ON BLOCKCHAIN TECHNOLOGY IN THE CONTEXT OF THE DIGITAL ECONOMY KUVONCHBEK BAKHTIYOROVICH RAKHIMBERDIEV  National University of Uzbekistan named aer Mirzo Ulugbek  Tashkent  Uzbekistan .  AKRAM ISHNAZAROV  Tashkent State University of Economics  Tashkent  Uzbekistan .  PIRATDIN ALLAYAROV  Tashkent State University of Economics  Tashkent  Uzbekistan .  FAYZULLA OLLAMBERGANOV  Karakalpak state university  Nukus  Karakalpakstan  Uzbekistan .  RAHMAN KAMALOV .  MADINA MATYAKUBOVA  Tashkent University of Information Technologies named aer Muhammad al-Khwarizmi  Tashkent  Uzbekistan .  .  .  Open Access Support provided by: .  Karakalpak state university .  Tashkent University of Information Technologies named aer Muhammad al- Khwarizmi .  Tashkent State University of Economics .  National University of Uzbekistan named aer Mirzo Ulugbek .  PDF Download 3584202.3584291.pdf 03 February 2026 Total Citations: 17 Total Downloads: 436 .  .  Published: 15 December 2022 .  .  Citation in BibTeX format .  .  ICFNDS '22: The 6th International Conference on Future Networks &amp; Distributed Systems December 15  2022 TAS  Tashkent  Uzbekistan .  .  ICFNDS '22: Proceedings of the 6th International Conference on Future Networks & Distributed Systems (December 2022) hps://doi.org/10.1145/3584202.3584291 ISBN: 9781450399050 . PROSPECTS FOR THE USE OF NEURAL NETWORK MODELS IN THE PREVENTION OF POSSIBLE NETWORK ATTACKS ON MODERN BANKING INFORMATION SYSTEMS BASED ON BLOCKCHAIN TECHNOLOGY IN THE CONTEXT OF THE DIGITAL ECONOMY Rakhimberdiev Kuvonchbek Department of information security  National University of Uzbekistan qquuvvoonn94@gmail.com Ishnazarov Akrom,security,weak,0.0024,1.0,1.0,0,0.3017
Vision general,15,2UZ4P6TX,Streamlining Financial Operations: Developing Multi-Interface Contract Transfer Systems for Efficiency and Security,2022,Unknown,International Journal of Computer Technology and Electronics Communication (IJCTEC)                                  | ISSN: 2320-0081 | www.ijctece.com ||A Peer-Reviewed  Refereed and Bimonthly Journal |       || Volume 5  Issue 2  March – April 2022 ||     DOI: 10.15680/IJCTECE.2022.0502004  IJCTEC© 2022                                                            |     An ISO 9001:2008 Certified Journal   |                                               4821 Streamlining Financial Operations:  Developing Multi-Interface Contract Transfer  Systems for Efficiency and Security Sirisha Meka  Engineering Manager  Credit Karma  USA  snaidu.meka@gmail.com ABSTRACT: The Contract-to-Contract (C2C) Transfers system was developed to make transferring funds and assets  between contracts within a single plan simple  secure  and accessible across devices. Originally built for internal agents   it was later enhanced to support external users  offering a seamless experience on d esktop  mobile  and tablet (iPad)  platforms. The redesign focused on creating a more intuitive and interactive interface while ensuring consistent  functionality across all devices. The system was built using Java  Spring MVC  Gradle  AngularJS  jQuery  and  FTL  with Oracle databases and both  REST and SOAP web services to connect smoothly with external systems. A modular design  clean coding standards   and automated testing with JUnit  HP ALM  and SonarQube helped ensure reliability and maintainability. Depl oyments  on Tomcat and WebLogic servers were carefully validated  keeping post-production issues to a minimum. Users benefited from faster  more responsive interfaces  and the system consistently handled transactions securely and  efficiently. The project‟s success was supported by strong collaboration across teams  structured delivery cycles  and  thoughtful attention to both technical and user experience considerations. Overall  the C2C Transfer System demonstrates how thoughtful design and careful engineeri ng can deliver a reliable   user-friendly  and scalable financial application ready for future growth. KEYWORDS: Java  Spring  AngularJS  MuleSoft  SOAP/REST  Oracle  Jenkins  SonarQube  UI Engineering  API  Integration  FinTech Applications  Multi-Platform Development  Performance Optimization.,maintainability; security,strong,0.0023,1.0,1.0,0,0.3016
Vision general,16,RMTVS353,A Blockchain Solution for Securing Real Property Transactions: A Case Study for Serbia,2021,Unknown,International Journal of Geo-Information Article A Blockchain Solution for Securing Real Property Transactions: A Case Study for Serbia Goran Sladi´ c *  Branko Milosavljevi´ c   Siniša Nikoli´ c    Dubravka Sladi´ c  and Aleksandra Radulovi´ c /gid00030/gid00035/gid00032/gid00030/gid00038/gid00001/gid00033/gid00042/gid00045/gid00001 /gid00048/gid00043/gid00031/gid00028/gid00047/gid00032/gid00046 Citation: Sladi´ c  G.; Milosavljevi´ c  B.; Nikoli´ c  S.; Sladi´ c  D.; Radulovi´ c  A. A Blockchain Solution for Securing Real Property Transactions: A Case Study for Serbia. ISPRS Int. J. Geo-Inf. 2021  10  35. https://doi.org/ 10.3390/ijgi10010035 Received: 14 November 2020 Accepted: 11 January 2021 Published: 15 January 2021 Publisher’s Note: MDPI stays neu- tral with regard to jurisdictional clai- ms in published maps and institutio- nal afﬁliations. Copyright: © 2021 by the authors. Li- censee MDPI  Basel  Switzerland. This article is an open access article distributed under the terms and con- ditions of the Creative Commons At- tribution (CC BY) license (https:// creativecommons.org/licenses/by/ 4.0/). Faculty of Technical Sciences  University of Novi Sad  21000 Novi Sad  Serbia; mbranko@uns.ac.rs (B.M.); sinisa_nikolic@uns.ac.rs (S.N.); dudab@uns.ac.rs (D.S.); sanjica@uns.ac.rs (A.R.) * Correspondence: sladicg@uns.ac.rs; Tel.: +381-64-2019-761 Abstract: The origins of digital money and blockchain technology goes back to the 1980s  but in the last decade  the blockchain technology gained large popularity in the ﬁnancial sector with the appearance of cryptocurrencies such as Bitcoin. However  recently  many other ﬁelds of application have been recognized  particularly with the development of smart contracts. Among them is the possible application of blockchain technology in the domain of land administration  mostly as a tool for transparency in the developing countries and means to ﬁght corruption. However  developed countries also ﬁnd interest in launching pilot projects to test their applicability in land administration domain for reasons such as to increase the speed and reduce costs of the real property transactions through a more secure environment. In this paper  we analyse how transactions are handled in Serbian land administration and how this process may be supported by modern ledger technologies such as blockchain. In order to analyse how blockchain could be implemented to support transactions in land information systems (LIS)  it is necessary to understand cadastral processes and transactions in LIS  as well as legislative and organizational aspects of LIS. Transactions in cadastre comprise many actors and utilize both alphanumeric (descriptive or legal) data and geospatial data about property boundaries on the cadastral map. Based on the determined requirements for the blockchain- based LIS  we propose a system architecture for its implementation.,tps,strong,0.0023,1.0,1.0,0,0.3016
Vision general,17,95TMJST6,Blockchain as IoT Economy Enabler: A Review of Architectural Aspects,2022,Background,The Internet of Things (IoT) is a network of physical objects—things—that are equipped with sensors  actuators  and computation and communication capabilities for the purpose J. Sens. Actuator Netw. 2022  11  20 4 of 36 of observing a physical phenomenon  delivering the monitored data over the Internet  and acting in the environment  either according to local autonomous decisions or implementing remote commands [16]. The amount of IoT devices is rapidly increasing. By 2025  forecasts suggest that there will be more than 75 billion IoT-connected devices in use  which is three times those deployed in 2019 (https://www.statista.com/statistics/471264/iot-number-of-connected- devices-worldwide/  (accessed on 28 March 2022)). The unprecedented amount of data collected by the IoT on the physical world  combined with cloud computing  promotes the development of new services  affecting many aspects of human daily life and with great market potential. Typical areas of application include manufacturing  smart city  supply chain  transportation  agriculture  energy management  environmental monitoring  and many others [16]. Lately  IoT devices have not only been exchanging data; an emerging trend is to enable Machine-to-Machine (M2M) payments  turning each connected device into a platform for selling and purchasing. By 2022  451 Research’s IoT Market Monitor expects that USD 7.5 billion in new transactions will be driven  in the US  through IoT payments (https://www. forbes.com/sites/jordanmckee/2019/10/09/the-internet-of-payments-has-arrived/?sh= 6faa22da3e69  (accessed on 28 March 2022)). A typical IoT architecture consists of things  gateways  and the cloud platform (see Figure 2) [ 17]. Usually  things support power-efﬁcient wireless technologies (e.g.  Lo- RaWAN [18]  Sigfox [19]) that  in order to limit the energy consumption and prolong the network lifetime  do not allow direct connection to the Internet. In this scenario  gateways are more powerful devices  usually not bounded by energy constraints  in charge of re- ceiving the wireless communications from the things and delivering the messages to the cloud platform over the Internet.,tps,weak,0.0022,1.0,1.0,0,0.3016
Vision general,18,TL5QR5F9,"Fintech Frontiers in Quantum Computing, Fractals, and Blockchain Distributed Ledger: Paradigm Shifts and Open Innovation",2021,Unknown,Journal of Open Innovation:   Technology  Market  and Complexity  Article Fintech Frontiers in Quantum Computing  Fractals  and Blockchain Distributed Ledger: Paradigm Shifts and Open Innovation Narcisa Roxana Mosteanu 1 and Alessio Faccia 2 * /gid00030/gid00035/gid00032/gid00030/gid00038/gid00001/gid00033/gid00042/gid00045/gid00001 /gid00048/gid00043/gid00031/gid00028/gid00047/gid00032/gid00046 Citation: Mosteanu  N.R.; Faccia  A. Fintech Frontiers in Quantum Computing  Fractals  and Blockchain Distributed Ledger: Paradigm Shifts and Open Innovation. J. Open Innov. Technol. Mark. Complex. 2021  7  19. https://doi.org/ 10.3390/ joitmc7010019 Received: 6 December 2020 Accepted: 5 January 2021 Published: 7 January 2021 Publisher’s Note: MDPI stays neu- tral with regard to jurisdictional clai- ms in published maps and institutio- nal afﬁliations. Copyright: © 2021 by the authors. Li- censee MDPI  Basel  Switzerland. This article is an open access article distributed under the terms and con- ditions of the Creative Commons At- tribution (CC BY) license (https:// creativecommons.org/licenses/by/ 4.0/). 1 College of Business  American University of Malta  BML1013 Bormla  Malta; narcisa.mosteanu@aum.edu.mt 2 School of Business and Law  Coventry University  Coventry CV15FB  UK * Correspondence: ad3437@coventry.ac.uk Abstract: Among the hot research topics  Fintech is leading the trend in terms of the newest tech- nology applications. The relatively new emerging paradigms in various sciences  such as geometry (fractals)  physics (quantum)  and database systems (distributed ledger—blockchain)  seem to po- tentially contribute to a greater shift in the framework of the ﬁnance industry  bringing also some concerns (cyber-threats). Consistent and extensive investigation of the reasonable potential impact of these new models (and their underlying technologies) is performed  and then tested through a SWOT analysis  as the main objective of this research. Threats and opportunities are always intrinsically driven by the introduction of technological advancements (revolutions). This research conﬁrms that information availability and the increasing interconnection of crosswise applications of each discovery to the different ﬁelds of science is determining the rapid succession of revolutions identiﬁed by evident large shifts in economic paradigms. The growing computing capacity and the development of increasingly powerful predictive software are leading to a competitive  extremely dynamic  and challenging system. In this context  as shown by history  there is a high possibility of market concentration in which  however  only a few corporations—digital giants—can afford to develop these technologies  consolidating their dominance. Keywords: fintech; blockchain; fractal geometry; quantum computing; financial markets; cybersecurity,tps; availability; security,strong,0.0022,1.0,1.0,0,0.3016
Vision general,19,CFVLAP7Y,Enhancing Data Integrity and Traceability in Industry Cyber Physical Systems (ICPS) through Blockchain Technology: A Comprehensive Approach,2024,Literature Review,Industry Cyber -physical system (ICPS)  which is a  complex network that merges the physical world with  computer-based systems. In essence  it includes  sensors that collect data from the physical  environment  like temperature or speed  and actuators  that perform actions in the real world  such as turning  on a motor or opening a valve. These components are  connected through a network that facilitates the flow  of information and commands. Controllers  which can  be either hardware or software  play a pivotal rol e by  processing the data from the sensors to make decisions  and then sending commands back to the actuators to  carry out actions. Human operators may also be part  of this system  monitoring and managing it by  interacting through the network. Overall  this ICPS  framework is fundamental to the functioning of smart  Cornell University         arxiv.org  3 devices  autonomous systems  and automated  processes in various industries. Industry Cyber - Physical Systems (ICPS) represent a blend of physical  processes  networked information technologies  and  computational intelligence [12]. This integration of  physical and digital worlds is enabling the  development of increasingly sophisticated and  interconnected systems that can operate with greater  autonomy  efficiency  and safety [13]. ICPS are built  upon physical processes  which are the fundamental  mechanisms by w hich matter  and energy are  transformed [14]. These processes can be as simple as  a valve opening or closing  or as complex as a  chemical reaction or a manufacturing operation. ICPS  must accurately model and control these physical  processes to achieve their desired outcomes [15]. ICPS  relies on networked information technologies to  exchange data and information between different  components of the system [16]. This includes sensors  that collect data about the physical world  actuators  that control physical d evices  and communication  networks that connect these components together. ICPS must effectively manage the flow of information  to ensure that the system operates in a coordinated and  synchronized manner. ICPS employs computational  intelligence to analyze data  make decisions  and adapt  to changing conditions [14]. This includes algorithms  for machine learning  artificial intelligence  and  optimization [15].,,weak,0.0022,1.0,1.0,0,0.3016
Vision general,20,LHSBHPMK,"Decentralized Finance (DEFI) in the U. S. economy: A review: Assessing the rise, challenges, and implications of blockchain-driven financial systems.",2024,Literature Review,ping the future of finance. 3.4. Milestones in DeFi Development in the U.S. The evolution of Decentralized Finance (DeFi) in the United States is a testament to the dynamic interplay between  technological innovation and financial services. The journey of DeFi  from its nascent stages to becoming a significant  part of the financial landscape  is marked by several key milestones that reflect its growing impact and integration into  the broader economy. The early stages of DeFi's development coincided with the advent of blockchain technology and the introduction of  Bitcoin in 2008. However  it was the launch of Ethereum in 2015  with its groundbreaking smart contract capabilities   that truly set the stage for the DeFi revolution. The United States  known for its innovative spirit and technological  prowess  quickly emerged as a fertile  ground for the growth and development of DeFi applications. Protocols such as  MakerDAO  Compound  and Uniswap gained prominence  offering decentralized services like lending  borrowing  and  trading  which challenged traditional financial models by elimina ting intermediaries (Umarov  Umarov  & Umarov   2022). A pivotal moment in DeFi's journey was its increasing integration with traditional financial systems. Major financial  institutions in the U.S. began to recognize the potential of blockchain technology i n transforming finance. This  integration marked a shift in perception  positioning DeFi not just as an alternative but as a complementary component  of the broader financial ecosystem. This period saw significant investments from traditional financial entit ies into DeFi  projects  signaling a blending of the old with the new (Ozili  2022). Technological advancements and innovations have been at the heart of DeFi's growth in the U.S. Innovations such as  yield farming  liquidity mining  and the introduction of governance tokens have not only attracted a broader user base  but have also enhanced the functionality and efficiency of DeFi services. These innovations reflect the sector's  commitment to evolving and adapting to user needs and market dynamics (Umarov  Um arov  & Umarov  2022). The Ethereum Merge  which marked the transition of the Ethereum blockchain from proof -of-work (PoW) to proof-of- stake (PoS)  was another significant milestone for DeFi.,,weak,0.0022,1.0,1.0,0,0.3015
